fund,year,asset_management_costs,transaction_costs,ter_annual,ter_quarterly,source_type,confidence,notes,dnb_reporter,source_asset_management_post,source_transaction_post
Kring Forward (Unilever),2020,0.0059,0.0008,0.0067,0.0016708079350917782,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Forward (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Forward (Unilever),2021,0.0049,0.0008,0.0057,0.001421964150722932,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Forward (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Forward (Unilever),2022,0.0048,0.0007,0.0055,0.00137217312686988,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Forward (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Forward (Unilever),2023,0.0040999999999999,0.0003,0.0043999999999999,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Forward (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Forward (Unilever),2024,0.004,0.0008,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Forward (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Grolsch (Achmea),2024,0.0009,0.0014,0.0023,0.0005745047268324033,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Grolsch (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring HP Nederland (Achmea),2021,0.0009,0.0003,0.0012,0.00029986509442214704,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring HP Nederland (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring HP Nederland (Achmea),2022,0.0018,0.0011,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring HP Nederland (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring HP Nederland (Achmea),2023,0.0023,0.0009,0.0031999999999999,0.0007990417880670009,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring HP Nederland (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring HP Nederland (Achmea),2024,0.0022,0.0003,0.0025,0.000624414915526339,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring HP Nederland (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring HPE (Achmea),2021,0.0009,0.0003,0.0012,0.00029986509442214704,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring HPE (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring HPE (Achmea),2022,0.0015,0.0008,0.0023,0.0005745047268324033,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring HPE (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring HPE (Achmea),2023,0.0018,0.0011,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring HPE (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring HPE (Achmea),2024,0.0017,0.0004,0.0021,0.0005245870682308862,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring HPE (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Holland Casino (Stap),2017,0.0012,0.0008,0.002,0.0004996254368994091,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Holland Casino (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Holland Casino (Stap),2018,0.0025,0.0011,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Holland Casino (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Holland Casino (Stap),2019,0.003,0.0011,0.0041,0.001023427821025491,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Holland Casino (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Holland Casino (Stap),2020,0.0031,0.0006,0.0036999999999999,0.0009237193255589027,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Holland Casino (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Holland Casino (Stap),2021,0.003,0.0006,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Holland Casino (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Holland Casino (Stap),2022,0.0024,0.0008,0.0031999999999999,0.0007990417880670009,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Holland Casino (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Holland Casino (Stap),2023,0.0025,0.0008,0.0033,0.0008239810233570122,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Holland Casino (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Holland Casino (Stap),2024,0.0027,0.0005,0.0032,0.0007990417880670009,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Holland Casino (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring McCain (De Nationale),2017,0.0056,0.0017,0.0073,0.001820025230677702,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring McCain (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring McCain (De Nationale),2018,0.0051,0.001,0.0061,0.0015215239237034162,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring McCain (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring McCain (De Nationale),2019,0.0039,0.0011,0.005,0.0012476630625266605,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring McCain (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring McCain (De Nationale),2020,0.0036,0.0011,0.0047,0.0011729347220381658,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring McCain (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring McCain (De Nationale),2021,0.0039,0.0009,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring McCain (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring McCain (De Nationale),2022,0.0046,0.0016,0.0062,0.0015464092282639896,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring McCain (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring McCain (De Nationale),2023,0.0049,0.0009,0.0058,0.0014468568778243096,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring McCain (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring McCain (De Nationale),2024,0.0044,0.0005,0.0049,0.001222755474834747,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring McCain (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Progress (Unilever),2017,0.0043,0.0012,0.0055,0.00137217312686988,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Progress (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Progress (Unilever),2018,0.0044,0.0009,0.0053,0.001322374674662008,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Progress (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Progress (Unilever),2019,0.0046999999999999,0.0013,0.0059999999999999,0.0014966367639916989,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Progress (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Progress (Unilever),2020,0.0046999999999999,0.0008,0.0055,0.00137217312686988,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Progress (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Progress (Unilever),2021,0.0049,0.0008,0.0057,0.001421964150722932,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Progress (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Progress (Unilever),2022,0.0042,0.0008,0.005,0.0012476630625266605,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Progress (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Progress (Unilever),2023,0.0028,0.0004,0.0032,0.0007990417880670009,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Progress (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Progress (Unilever),2024,0.0034999999999999,0.0005,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Progress (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring RBS (Achmea),2017,0.0025,0.0008,0.0033,0.0008239810233570122,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring RBS (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring RBS (Achmea),2018,0.0027,0.0011,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring RBS (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring RBS (Achmea),2019,0.0025,0.0014,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring RBS (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring RBS (Achmea),2020,0.0028,0.0022,0.005,0.0012476630625266605,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring RBS (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring RBS (Achmea),2021,0.0029,0.0019,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring RBS (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring RBS (Achmea),2022,0.0032,0.0014,0.0046,0.0011480215562862384,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring RBS (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring RBS (Achmea),2023,0.0032,0.001,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring RBS (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring RBS (Achmea),2024,0.0032,0.0007,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring RBS (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Roba (Hnp),2023,0.0033,0.0002,0.0035,0.0008738539015993307,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Roba (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Roba (Hnp),2024,0.0034,0.0004,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Roba (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring SVG (Stap),2016,0.0002,0.0001,0.0003,7.49915639761678e-05,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring SVG (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring SVG (Stap),2017,0.0034,0.002,0.0054,0.001347274829472056,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring SVG (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring SVG (Stap),2018,0.0031,0.0013,0.0043999999999999,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring SVG (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring SVG (Stap),2019,0.0034,0.0008,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring SVG (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring SVG (Stap),2020,0.0036,0.001,0.0046,0.0011480215562862384,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring SVG (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring SVG (Stap),2021,0.0032,0.0007,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring SVG (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring SVG (Stap),2022,0.0029,0.0008,0.0036999999999999,0.0009237193255589027,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring SVG (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring SVG (Stap),2023,0.0033,0.001,0.0043,0.0010732708977265748,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring SVG (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring SVG (Stap),2024,0.0034999999999999,0.0006,0.0040999999999999,0.001023427821025491,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring SVG (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Sligro (Achmea),2019,0.0037,0.0089,0.0126,0.003135224706790174,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Sligro (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Sligro (Achmea),2020,0.0022,0.0008,0.003,0.0007491577235239077,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Sligro (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
